Iden	MOIS	NUMISL	DEP	ZEAT	AGGL_FR	AGGL_FR_5	SEXE	AGE	AGE5	LIEN	LIEN2	NPF5	ACTI_FR	SIT_SAL	NB_SAL	SAL	QUAL_SAL	TPS_FR	ACTI_FR_CF	SIT_CF	NB_SAL_CF	SAL_CF	QUAL_SAL_CF	TPS_FR_CF	COUPLE	STM	DIPLIN_FR	DIPLIN3	DIPLCF_FR	DIPLCF3	HAB_TYP	HAB_STAT	REVR_FR	TX_EQUIP	RES_SEC	RSPC	REC_PRO	REC_PRO_CF 	PRO16_FR 	PRIN9	PRO16_FR_CF 	PRCF9	PRO6_FR	PRO6_FR_CF	E15	PENF_FR	STAN	Poids	REAC	P_FRA	P_ALL	P_AUT	P_BEL	P_ESP	P_FIN	P_GRE	P_IRL	P_ITA	P_LUX	P_PAY	P_POR	P_NON	DRAP	QFRA_01	QFRA_02	QFRA_03	QFRA_04	QFRA_05	QFRA_06	QFRA_07	QFRA_08	QFRA_TOT	QALL_01	QALL_02	QALL_03	QALL_04	QALL_05	QALL_06	QALL_07	QALL_08	QALL_TOT	QAUT_01	QAUT_02	QAUT_03	QAUT_04	QAUT_05	QAUT_06	QAUT_07	QAUT_08	QAUT_TOT	QBEL_01	QBEL_02	QBEL_03	QBEL_04	QBEL_05	QBEL_06	QBEL_07	QBEL_08	QBEL_TOT	QESP_01	QESP_02	QESP_03	QESP_04	QESP_05	QESP_06	QESP_07	QESP_08	QESP_TOT	QFIN_01	QFIN_02	QFIN_03	QFIN_04	QFIN_05	QFIN_06	QFIN_07	QFIN_08	QFIN_TOT	QGRE_01	QGRE_02	QGRE_03	QGRE_04	QGRE_05	QGRE_06	QGRE_07	QGRE_08	QGRE_TOT	QIRL_01	QIRL_02	QIRL_03	QIRL_04	QIRL_05	QIRL_06	QIRL_07	QIRL_08	QIRL_TOT	QITA_01	QITA_02	QITA_03	QITA_04	QITA_05	QITA_06	QITA_07	QITA_08	QITA_TOT	QLUX_01	QLUX_02	QLUX_03	QLUX_04	QLUX_05	QLUX_06	QLUX_07	QLUX_08	QLUX_TOT	QPAY_01	QPAY_02	QPAY_03	QPAY_04	QPAY_05	QPAY_06	QPAY_07	QPAY_08	QPAY_TOT	QPOR_01	QPOR_02	QPOR_03	QPOR_04	QPOR_05	QPOR_06	QPOR_07	QPOR_08	QPOR_TOT	NB_TOT	CODCOM	QCHY_01	QCHY_02	QCHY_03	QCHY_04	QCHY_05	QCHY_06	QCHY_07	QCHY_08	QESTO_01	QESTO_02	QESTO_03	QESTO_04	QESTO_05	QESTO_06	QESTO_07	QESTO_08	QMAL_01	QMAL_02	QMAL_03	QMAL_04	QMAL_05	QMAL_06	QMAL_07	QMAL_08	QSLVA_01	QSLVA_02	QSLVA_03	QSLVA_04	QSLVA_05	QSLVA_06	QSLVA_07	QSLVA_08	QSLVE_01	QSLVE_02	QSLVE_03	QSLVE_04	QSLVE_05	QSLVE_06	QSLVE_07	QSLVE_08	P_CHY	P_EST	P_MAL	P_SLVE	P_SLVA
FR04120550	36	8050	84	9	2	2	1	55	4	1	1	5	7	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	3	2	3	2	7	2	0	1	0	0	15	9	15	9	6	6	1	1	2	1.459664	1	1	1	0	1	1	0	0	1	0	0	0	0	0	4	1	7	1	1	1	3	2	0	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	84072																																													
FR04120551	36	8051	84	9	2	2	2	38	3	2	2	4	10	0	0	0	0	0	1	1	3	0	0	1	1	1	4	2	4	2	2	2	12	5	0	2	0	3	15	9	3	4	6	2	2	1	1	1.649015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84072																																													
FR04120552	36	8052	84	9	2	2	1	79	5	1	1	1	5	2	0	3	4	1	0	0	0	0	0	0	2	2	7	3	7	3	5	2	1	5	0	1	11	0	14	8	14	8	6	6	0	2	1	0.77063	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84072																																													
FR04120553	36	8053	84	9	2	2	2	65	5	1	1	1	10	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	1	3	1	2	0	0	1	0	0	15	9	15	9	6	6	0	2	1	0.727691	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	5	12	4	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	84072																																													
FR04120554	36	8054	84	9	2	2	2	35	3	1	1	5	10	0	0	0	0	0	0	0	0	0	0	0	1	1	7	3	7	3	5	2	2	0	0	1	0	0	15	9	15	9	6	6	2	1	1	1.29544	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	84072																																													
FR04120555	36	8055	84	9	2	2	1	60	4	1	1	2	5	2	0	3	2	1	0	0	0	0	0	0	1	1	4	2	4	2	3	1	6	2	0	1	7	0	14	8	14	8	6	6	0	2	3	1.081481	1	1	0	0	1	1	0	0	0	1	0	0	0	0	3	3	1	1	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	84072																																													
FR04120556	36	8056	84	9	2	2	1	36	3	1	1	5	1	2	0	3	2	1	0	0	0	0	0	0	1	1	4	2	4	2	3	1	11	5	0	1	9	0	9	5	9	5	4	4	2	1	1	1.132754	1	1	1	0	1	1	0	0	0	1	0	0	0	0	4	1	2	2	1	0	1	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	84072																																													
FR04120557	36	8057	84	9	2	2	2	37	3	1	1	3	1	2	0	3	1	1	0	0	0	0	0	0	2	2	6	3	6	3	5	2	6	1	1	1	6	0	6	5	6	5	3	3	2	1	2	1.214759	1	1	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	1	1	1	1	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	84072																																													
FR04120558	36	8058	84	9	2	2	2	71	5	1	1	1	5	2	0	3	3	1	0	0	0	0	0	0	2	2	3	2	3	2	5	2	1	0	0	1	10	0	14	8	14	8	6	6	0	2	1	0.727691	1	1	1	0	1	1	0	0	0	1	0	0	0	0	4	3	3	6	1	0	0	1	1	15	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	84072																																													
FR04120559	36	8059	84	9	2	2	1	35	3	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	2	2	6	3	6	3	5	1	6	3	0	1	3	0	3	4	3	4	2	2	1	1	3	1.266829	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	1	1	1	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	84072																																													
FR04120560	36	8060	84	9	2	2	2	45	3	2	2	4	1	2	0	1	3	2	1	2	0	3	4	1	1	1	3	2	3	2	3	1	2	5	0	1	10	11	10	5	11	2	4	5	1	1	1	0.906845	1	1	1	0	1	0	0	0	0	1	0	0	0	0	3	4	9	5	3	3	2	0	0	26	1	0	1	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	84072																																													
FR04120561	36	8061	84	9	2	2	2	39	3	2	2	4	3	2	0	3	3	1	1	2	0	3	4	1	1	3	3	2	3	2	2	2	1	0	0	1	10	11	10	5	11	2	4	5	2	1	1	0.906845	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	84072																																													
FR04120562	36	8062	38	8	8	4	1	79	5	1	1	2	5	2	0	3	2	1	0	0	0	0	0	0	1	1	2	2	2	2	5	1	6	1	0	1	9	0	14	8	14	8	6	6	0	2	3	1.223598	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38382																																													
FR04120563	36	8063	38	8	8	4	2	74	5	1	1	1	5	2	0	3	3	1	0	0	0	0	0	0	2	3	1	1	1	1	5	2	3	0	0	1	10	0	14	8	14	8	6	6	0	2	2	0.747061	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38382																																													
FR04120564	36	8064	38	8	8	4	1	23	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	2	6	3	6	3	5	2	1	2	0	1	0	0	13	6	13	6	6	6	0	2	1	0.699131	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	3	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	38185																																													
FR04120565	36	8065	38	8	8	4	1	20	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	2	6	3	6	3	5	2	3	2	0	1	0	0	13	6	13	6	6	6	0	2	2	0.699131	1	1	1	0	1	1	0	0	0	1	0	1	0	0	5	7	2	0	2	0	0	2	1	14	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	38185																																													
FR04120566	36	8066	38	8	8	4	2	18	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	4	2	5	2	1	0	0	1	0	0	13	6	13	6	6	6	0	2	1	0.659664	1	1	1	0	1	1	0	0	0	1	0	0	0	0	4	1	1	1	0	1	1	1	2	8	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	38185																																													
FR04120567	36	8067	38	8	8	4	2	60	4	2	2	2	1	2	0	1	3	2	1	2	0	3	1	1	1	1	3	2	4	2	5	2	8	2	1	1	10	6	10	5	6	5	4	3	0	2	3	1.024116	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38185																																													
FR04120568	36	8068	38	8	8	4	1	75	5	1	1	1	5	2	0	3	1	1	0	0	0	0	0	0	2	3	1	1	1	1	5	2	4	1	0	1	6	0	14	8	14	8	6	6	0	2	2	0.791104	1	1	1	1	0	0	0	0	0	1	0	1	0	0	4	3	3	1	3	7	1	0	0	18	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	22	38185																																													
FR04120569	36	8069	38	8	8	4	1	37	3	1	1	3	3	2	0	3	4	1	0	0	0	0	0	0	1	1	7	3	7	3	5	2	4	1	0	1	11	0	11	2	11	2	5	5	1	1	2	0.927464	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38185																																													
FR04120570	36	8070	38	8	8	4	1	33	2	1	1	4	1	2	0	3	4	1	0	0	0	0	0	0	1	1	3	2	3	2	5	2	7	2	0	1	11	0	11	2	11	2	5	5	2	1	2	0.883417	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38185																																													
FR04120571	36	8071	38	8	8	4	1	20	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	4	2	5	2	1	1	0	1	0	0	13	6	13	6	6	6	0	2	2	0.699131	1	1	0	1	0	1	0	0	1	1	0	0	0	0	4	2	1	3	1	3	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	38185																																													
FR04120572	36	8072	38	8	8	4	1	22	1	1	1	1	1	2	0	3	3	2	0	0	0	0	0	0	2	2	4	2	4	2	5	2	3	0	0	1	10	0	10	5	10	5	4	4	0	2	1	0.574428	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	8	9	1	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	38185																																													
FR04120573	36	8073	38	8	8	4	2	77	5	2	2	2	10	0	0	0	0	0	5	2	0	3	2	1	1	1	1	1	2	2	5	1	4	1	1	1	0	7	15	9	14	8	6	6	0	2	2	1.158332	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	2	2	2	2	1	1	0	3	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	38185																																													
FR04120574	36	8074	38	8	8	4	2	55	4	1	1	3	1	2	0	1	1	1	0	0	0	0	0	0	1	2	6	3	6	3	5	1	9	2	1	1	6	0	6	5	6	5	3	3	0	2	2	1.330428	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38185																																													
FR04120575	36	8075	38	8	8	4	2	20	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	4	2	5	3	1	1	0	1	0	0	13	6	13	6	6	6	0	2	1	0.659664	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38185																																													
FR04120576	36	8076	38	8	8	4	2	22	1	2	2	2	8	0	0	0	0	0	1	2	0	1	2	1	1	1	5	3	4	2	5	2	6	3	0	1	0	9	13	6	9	5	6	4	0	2	2	0.848165	1	1	1	0	0	0	0	0	0	1	0	0	0	0	2	4	1	2	1	2	0	1	2	13	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	38185																																													
FR04120577	36	8077	38	8	8	4	2	23	1	1	1	2	1	2	0	1	2	1	0	0	0	0	0	0	1	1	6	3	6	3	5	2	8	1	0	1	9	0	9	5	9	5	4	4	0	2	1	0.848165	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	38185																																													
FR04120578	36	8078	41	3	1	1	2	28	2	2	2	3	1	2	0	3	3	1	1	2	0	3	3	1	1	1	5	3	5	3	3	1	7	2	0	1	9	11	9	5	11	2	4	5	1	1	3	0.854011	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	41101																																													
FR04120579	36	8079	41	3	1	1	2	32	2	2	2	3	1	2	0	3	3	1	1	2	0	3	4	1	1	1	4	2	3	2	3	2	6	1	0	1	10	11	10	5	11	2	4	5	1	1	2	0.854011	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41101																																													
FR04120580	36	8080	41	3	1	1	2	70	5	1	1	1	5	2	0	1	3	1	0	0	0	0	0	0	2	3	1	1	1	1	3	2	11	0	0	1	10	0	14	8	14	8	6	6	0	2	1	0.811949	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41101																																													
FR04120581	36	8081	41	3	1	1	2	72	5	1	1	2	5	1	1	0	0	1	0	0	0	0	0	0	2	3	1	1	1	1	3	1	4	1	0	1	1	0	14	8	14	8	6	6	0	2	2	1.254816	1	1	1	0	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	41101																																													
FR04120582	36	8082	41	3	1	1	1	73	5	1	1	1	5	2	0	3	2	1	0	0	0	0	0	0	2	3	7	3	7	3	3	1	11	1	0	1	7	0	14	8	14	8	6	6	0	2	2	0.859308	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41101																																													
FR04120583	36	8083	41	3	1	1	1	44	3	1	1	4	1	2	0	3	6	1	0	0	0	0	0	0	1	1	4	2	4	2	3	1	9	2	0	2	6	0	6	5	6	5	3	3	2	1	3	1.508163	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	4	2	2	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	41101																																													
