Iden	MOIS	NUMISL	DEP	ZEAT	AGGL_FR	AGGL_FR_5	SEXE	AGE	AGE5	LIEN	LIEN2	NPF5	ACTI_FR	SIT_SAL	NB_SAL	SAL	QUAL_SAL	TPS_FR	ACTI_FR_CF	SIT_CF	NB_SAL_CF	SAL_CF	QUAL_SAL_CF	TPS_FR_CF	COUPLE	STM	DIPLIN_FR	DIPLIN3	DIPLCF_FR	DIPLCF3	HAB_TYP	HAB_STAT	REVR_FR	TX_EQUIP	RES_SEC	RSPC	REC_PRO	REC_PRO_CF 	PRO16_FR 	PRIN9	PRO16_FR_CF 	PRCF9	PRO6_FR	PRO6_FR_CF	E15	PENF_FR	STAN	Poids	REAC	P_FRA	P_ALL	P_AUT	P_BEL	P_ESP	P_FIN	P_GRE	P_IRL	P_ITA	P_LUX	P_PAY	P_POR	P_NON	DRAP	QFRA_01	QFRA_02	QFRA_03	QFRA_04	QFRA_05	QFRA_06	QFRA_07	QFRA_08	QFRA_TOT	QALL_01	QALL_02	QALL_03	QALL_04	QALL_05	QALL_06	QALL_07	QALL_08	QALL_TOT	QAUT_01	QAUT_02	QAUT_03	QAUT_04	QAUT_05	QAUT_06	QAUT_07	QAUT_08	QAUT_TOT	QBEL_01	QBEL_02	QBEL_03	QBEL_04	QBEL_05	QBEL_06	QBEL_07	QBEL_08	QBEL_TOT	QESP_01	QESP_02	QESP_03	QESP_04	QESP_05	QESP_06	QESP_07	QESP_08	QESP_TOT	QFIN_01	QFIN_02	QFIN_03	QFIN_04	QFIN_05	QFIN_06	QFIN_07	QFIN_08	QFIN_TOT	QGRE_01	QGRE_02	QGRE_03	QGRE_04	QGRE_05	QGRE_06	QGRE_07	QGRE_08	QGRE_TOT	QIRL_01	QIRL_02	QIRL_03	QIRL_04	QIRL_05	QIRL_06	QIRL_07	QIRL_08	QIRL_TOT	QITA_01	QITA_02	QITA_03	QITA_04	QITA_05	QITA_06	QITA_07	QITA_08	QITA_TOT	QLUX_01	QLUX_02	QLUX_03	QLUX_04	QLUX_05	QLUX_06	QLUX_07	QLUX_08	QLUX_TOT	QPAY_01	QPAY_02	QPAY_03	QPAY_04	QPAY_05	QPAY_06	QPAY_07	QPAY_08	QPAY_TOT	QPOR_01	QPOR_02	QPOR_03	QPOR_04	QPOR_05	QPOR_06	QPOR_07	QPOR_08	QPOR_TOT	NB_TOT	CODCOM	QCHY_01	QCHY_02	QCHY_03	QCHY_04	QCHY_05	QCHY_06	QCHY_07	QCHY_08	QESTO_01	QESTO_02	QESTO_03	QESTO_04	QESTO_05	QESTO_06	QESTO_07	QESTO_08	QMAL_01	QMAL_02	QMAL_03	QMAL_04	QMAL_05	QMAL_06	QMAL_07	QMAL_08	QSLVA_01	QSLVA_02	QSLVA_03	QSLVA_04	QSLVA_05	QSLVA_06	QSLVA_07	QSLVA_08	QSLVE_01	QSLVE_02	QSLVE_03	QSLVE_04	QSLVE_05	QSLVE_06	QSLVE_07	QSLVE_08	P_CHY	P_EST	P_MAL	P_SLVE	P_SLVA
FR04120035	36	7535	93	1	9	5	2	74	5	1	1	1	5	2	0	3	3	1	0	0	0	0	0	0	2	3	2	2	2	2	5	1	2	0	0	1	10	0	14	8	14	8	6	6	0	2	1	0.856679	1	1	0	0	1	1	0	0	0	1	0	0	0	0	3	8	5	10	9	2	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	93033																																													
FR04120036	36	7536	93	1	9	5	1	33	2	1	1	1	1	2	0	3	3	1	0	0	0	0	0	0	2	2	4	2	4	2	5	1	4	2	0	1	10	0	10	5	10	5	4	4	0	2	2	0.565815	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93033																																													
FR04120037	36	7537	93	1	9	5	2	23	1	1	1	1	1	2	0	1	1	1	0	0	0	0	0	0	2	2	6	3	6	3	5	2	4	2	0	1	9	0	9	5	9	5	4	4	0	2	3	0.623353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	93033																																													
FR04120038	36	7538	93	1	9	5	2	89	5	1	1	1	5	2	0	3	3	1	0	0	0	0	0	0	2	3	1	1	1	1	5	1	2	0	0	2	11	0	14	8	14	8	6	6	0	2	1	0.856679	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	2	9	3	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	93033																																													
FR04120039	36	7539	93	1	9	5	2	43	3	1	1	2	3	2	0	3	1	1	0	0	0	0	0	0	2	3	3	2	3	2	5	2	7	2	0	1	6	0	6	5	6	5	3	3	1	1	2	1.093722	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	4	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	9	93033																																													
FR04120040	36	7540	93	1	9	5	1	65	5	1	1	5	1	1	0	0	0	1	0	0	0	0	0	0	1	1	4	2	4	2	4	1	4	1	0	1	2	0	2	4	2	4	2	2	0	2	3	2.323716	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	93051																																													
FR04120041	36	7541	93	1	9	5	1	21	1	3	2	4	1	2	0	3	3	1	1	2	0	3	3	1	2	2	3	2	7	3	4	2	6	1	0	2	10	9	10	5	9	5	4	4	0	2	2	1.414112	1	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	93051																																													
FR04120042	36	7542	93	1	9	5	2	29	2	2	2	5	10	0	0	0	0	0	1	2	0	3	2	1	1	1	4	2	7	3	5	2	4	2	0	1	0	7	15	9	7	5	6	4	3	1	2	1.129599	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	5	1	4	3	1	2	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	93051																																													
FR04120043	36	7543	93	1	9	5	1	35	3	1	1	3	1	2	0	2	4	1	0	0	0	0	0	0	1	1	2	2	2	2	5	1	4	2	0	1	11	0	11	2	11	2	5	5	1	1	2	1.059438	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	5	3	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	93051																																													
FR04120044	36	7544	93	1	9	5	1	41	3	1	1	5	1	2	0	1	2	1	0	0	0	0	0	0	1	1	3	2	3	2	5	1	7	1	0	1	7	0	7	5	7	5	4	4	2	1	1	1.32557	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93051																																													
FR04120045	36	7545	93	1	9	5	2	22	1	2	2	3	8	0	0	0	0	0	1	2	0	3	1	1	1	1	6	3	6	3	5	1	6	2	0	1	0	6	13	6	6	5	6	3	1	1	3	1.484257	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	1	2	3	1	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	93051																																													
FR04120046	36	7546	93	1	9	5	2	30	2	1	1	2	1	2	0	3	1	1	0	0	0	0	0	0	2	2	6	3	6	3	5	1	8	3	0	1	6	0	6	5	6	5	3	3	1	1	3	0.984731	1	1	0	0	1	1	0	0	0	1	0	1	0	0	4	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	93051																																													
FR04120047	36	7547	93	1	9	5	2	70	5	1	1	4	5	2	0	3	5	1	0	0	0	0	0	0	2	2	1	1	1	1	3	2	3	0	0	2	12	0	14	8	14	8	6	6	0	2	2	1.81417	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	18	22	19	2	0	0	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	93051																																													
FR04120048	36	7548	93	1	9	5	2	31	2	2	2	4	10	0	0	0	0	0	1	2	0	3	4	1	1	1	7	3	5	3	5	1	4	1	0	1	0	11	15	9	11	2	6	5	2	1	2	0.955932	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	93051																																													
FR04120049	36	7549	93	1	9	5	1	68	5	1	1	2	5	2	0	3	4	1	0	0	0	0	0	0	1	1	3	2	3	2	5	1	4	0	1	2	11	0	14	8	14	8	6	6	0	2	1	1.394298	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	93051																																													
FR04120050	36	7550	93	1	9	5	2	47	3	2	2	5	3	2	0	3	3	1	1	2	0	3	3	1	1	1	6	3	6	3	5	1	5	2	0	1	10	10	10	5	10	5	4	4	2	1	3	1.255566	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	16	5	2	0	0	0	0	1	24	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	93051																																													
FR04120051	36	7551	93	1	9	5	1	33	2	1	1	1	1	2	0	1	1	1	0	0	0	0	0	0	2	1	6	3	6	3	5	1	5	2	0	1	9	0	9	5	9	5	4	4	0	2	2	0.565815	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	1	3	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	93051																																													
FR04120052	36	7552	93	1	9	5	2	40	3	1	1	3	1	2	0	3	2	1	0	0	0	0	0	0	2	3	5	3	5	3	5	1	4	1	0	1	9	0	9	5	9	5	4	4	2	1	1	1.208123	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	1	3	0	1	0	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	93051																																													
FR04120053	36	7553	77	1	6	3	2	54	4	2	2	4	1	2	0	3	3	1	1	2	0	3	3	1	1	1	5	3	3	2	3	1	7	3	0	1	10	11	10	5	11	2	4	5	0	2	3	0.923121	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	2	4	4	4	0	3	3	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	24	77475																																													
FR04120054	36	7554	77	1	6	3	1	60	4	1	1	2	5	2	0	1	1	1	0	0	0	0	0	0	1	1	6	3	6	3	3	1	8	2	0	2	6	0	14	8	14	8	6	6	0	2	3	1.030695	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	3	3	1	3	0	13	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	77475																																													
FR04120055	36	7555	77	1	6	3	1	73	5	1	1	2	5	2	0	3	3	1	0	0	0	0	0	0	1	1	2	2	2	2	3	1	4	1	0	2	9	0	14	8	14	8	6	6	0	2	2	1.136379	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	77475																																													
FR04120056	36	7556	77	1	6	3	1	36	3	1	1	5	1	2	0	3	2	1	0	0	0	0	0	0	1	1	3	2	3	2	3	1	8	2	0	2	7	0	7	5	7	5	4	4	3	1	3	1.079586	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	5	4	2	0	2	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	77475																																													
FR04120057	36	7557	77	1	6	3	2	45	3	1	1	3	3	2	0	3	1	1	0	0	0	0	0	0	2	3	4	2	4	2	3	1	4	2	0	1	6	0	6	5	6	5	3	3	0	2	3	1.157497	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	77475																																													
FR04120058	36	7558	77	1	6	3	2	51	4	2	2	4	10	0	0	0	0	0	1	2	0	1	3	1	1	1	1	1	7	3	3	1	3	1	0	1	0	12	15	9	12	2	6	5	0	2	2	0.923121	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	4	3	4	2	2	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	77475																																													
FR04120059	36	7559	77	1	6	3	2	32	2	2	2	4	2	2	0	3	3	1	1	2	0	3	1	1	1	1	2	2	4	2	3	1	7	2	0	1	10	6	10	5	6	5	4	3	2	1	3	1.105689	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	77475																																													
FR04120060	36	7560	77	1	6	3	2	45	3	2	2	2	1	2	0	3	3	2	1	2	0	3	4	1	1	1	3	2	7	3	3	1	8	2	0	2	10	11	10	5	11	2	4	5	0	2	3	0.623175	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	77199																																													
FR04120061	36	7561	77	1	6	3	2	47	3	2	2	5	1	2	0	3	3	1	1	2	0	2	3	1	1	1	1	1	3	2	3	1	11	3	0	1	10	10	10	5	10	5	4	4	1	1	3	1.021682	1	1	1	0	0	1	0	0	0	1	0	1	0	0	4	4	9	13	5	2	2	0	0	35	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	43	77199																																													
FR04120062	36	7562	77	1	6	3	1	18	1	3	2	4	4	2	0	3	6	2	1	2	0	3	6	1	2	2	2	2	3	2	3	1	6	3	0	2	11	6	11	2	6	5	5	3	0	2	3	1.354876	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77199																																													
FR04120063	36	7563	77	1	6	3	1	50	4	1	1	5	1	2	0	3	2	1	0	0	0	0	0	0	1	1	3	2	3	2	3	1	9	1	0	2	7	0	7	5	7	5	4	4	1	1	3	1.152425	1	1	1	0	0	1	0	1	0	1	1	0	0	0	5	14	12	3	4	2	3	2	0	40	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	77199																																													
FR04120064	36	7564	77	1	1	1	1	20	1	3	2	2	3	2	0	3	1	1	1	2	0	3	3	1	2	2	3	2	3	2	3	1	6	2	1	2	6	10	6	5	10	5	3	4	0	2	3	0.900462	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	6	2	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	77117																																													
FR04120065	36	7565	77	1	1	1	1	52	4	1	1	2	1	2	0	3	4	1	0	0	0	0	0	0	1	1	3	2	3	2	3	1	7	1	0	2	11	0	11	2	11	2	5	5	0	2	2	0.762076	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	77117																																													
FR04120066	36	7566	77	1	1	1	1	31	2	1	1	5	1	2	0	3	2	1	0	0	0	0	0	0	1	1	5	3	5	3	3	1	7	2	0	2	7	0	7	5	7	5	4	4	3	1	3	1.047867	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	2	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	77117																																													
FR04120067	36	7567	77	1	1	1	2	28	2	2	2	3	10	0	0	0	0	0	1	2	0	1	3	1	1	1	2	2	4	2	2	1	5	2	0	1	0	10	15	9	10	5	6	4	1	1	3	0.954108	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	6	2	1	5	1	0	1	0	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	77117																																													
FR04120068	36	7568	77	1	1	1	2	77	5	1	1	1	5	2	0	3	3	1	0	0	0	0	0	0	2	3	1	1	1	1	3	1	3	1	0	1	11	0	14	8	14	8	6	6	0	2	2	0.7513	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	77117																																													
